ChEBI_ID,Name,Definition,Stars
CHEBI:83228,L-alpha-amino acid residue,An α-amino-acid residue derived from an <small>L</small>-α-amino acid.,
CHEBI:83243,"1-stearoyl-2-arachidonoyl-sn-glycero-3-phospho-(1D-myo-inositol 3,4,5-triphosphate)(7-)","A 1-phosphatidyl-1<small>D</small>-<i>myo</i>-inositol 3,4,5-trisphosphate(7−) in which the phosphatidyl acyl groups at positions 1 and 2 are specified as stearoyl and arachidonoyl respectively.",
CHEBI:83244,N-(2-hydroxyhexanoyl)sphingosine,A 2-<em>N</em>-(2-hydroxyacyl)sphingosine in which the ceramide <em>N</em>-acyl group is specified as 2-hydroxyhexanoyl.,
CHEBI:83246,N-(2-hydroxyhexanoyl)-beta-D-galactosylsphingosine,A <em>N</em>-(2-hydroxyacyl)-β-<small>D</small>-galactosylsphingosine in which the ceramide <em>N</em>-acyl group is specified as 2-hydroxyhexanoyl.,
CHEBI:83248,N-(2-hydroxyhexanoyl)sphinganine,An <em>N</em>-(2-hydroxyacyl)sphinganine in which the ceramide <em>N</em>-acyl group is specified as 2-hydroxyhexanoyl.,
CHEBI:83257,N-(2-hydroxyhexanoyl)-beta-D-galactosylsphinganine,A <em>N</em>-(2-hydroxyacyl)-β-<small>D</small>-galactosylsphinganine in which the ceramide <em>N</em>-acyl group is specified as 2-hydroxyhexanoyl.,
CHEBI:83273,N-acylsphingoid,A ceramide consisting of an undefined sphingoid base linked to an undefined fatty acid via an amide bond.,
CHEBI:83397,L-citrulline residue,An <small>L</small>-α-amino acid residue derived from <small>L</small>-citrulline.,
CHEBI:83414,alkyl sulfate(1-),An organosulfate oxoanion obtained by deprotonation of the sulfo group of any alkyl sulfate; major species at pH 7.3.,
CHEBI:83416,"1,2-dioctanoyl-sn-glycero-3-phospho-(1D-myo-inositol-3,4,5-trisphosphate)(7-)","A 1-phosphatidyl-1<small>D</small>-<i>myo</i>-inositol 3,4,5-trisphosphate(7−) in which the phosphatidyl acyl groups at positions 1 and 2 are both specified as octanoyl.",
CHEBI:83417,"1,2-dioctanoyl-sn-glycero-3-phospho-(1D-myo-inositol-3,4-bisphosphate)(5-)","A 1-phosphatidyl-1<small>D</small>-<i>myo</i>-inositol 3,4-bisphosphate(5−) in which the phosphatidyl acyl groups at positions 1 and 2 are both specified as octanoyl.",
CHEBI:83419,"1,2-dioctanoyl-sn-glycero-3-phospho-(1D-myo-inositol-4,5-bisphosphate)(5-)","A 1-phosphatidyl-1<small>D</small>-<i>myo</i>-inositol 4,5-bisphosphate(5−) in which the phosphatidyl acyl groups at positions 1 and 2 are both specified as octanoyl.",
CHEBI:83420,"1,2-dihexadecanoyl-sn-glycero-3-phospho-(1D-myo-inositol-3,4,5-trisphosphate)(7-)","A 1-phosphatidyl-1<small>D</small>-<i>myo</i>-inositol 3,4,5-trisphosphate(7−) in which the phosphatidyl acyl groups at positions 1 and 2 are both specified as hexadecanoyl (palmitoyl).",
CHEBI:83421,O-phospho-L-serine(2-) residue,An α-amino-acid residue anion obtained by deprotonation of the phosphate OH groups of <em>O</em>-phospho-<small>L</small>-serine residue; major speices at pH 7.3.,
CHEBI:83422,"1,2-dihexadecanoyl-sn-glycero-3-phospho-(1D-myo-inositol-3,4-bisphosphate)(5-)","A 1-phosphatidyl-1<small>D</small>-<i>myo</i>-inositol 3,4-bisphosphate(5−) in which the phosphatidyl acyl groups at positions 1 and 2 are both specified as hexadecanoyl (palmitoyl).",
CHEBI:83568,"sphinga-4E,14Z-dienine(1+)","A cationic sphingoid obtained by the protonation of the amino group of sphinga-4<i>E</i>,14<i>Z</i>-dienine; major species at pH 7.3.",
CHEBI:83683,N-terminal N-acetyl-L-alanine residue,An N-terminal α-amino-acid residue derived from <em>N</em>-terminal <em>N</em>-acetyl-<small>L</small>-alanine.,
CHEBI:83690,N-terminal N-acetyl-L-serine residue,An N-terminal α-amino-acid residue derived from N-terminal <em>N</em>-acetyl-<small>L</small>-serine.,
CHEBI:83723,medium-chain 3-substituted propanoyl-CoA(4-),A 3-substituted propionyl-CoA(4−) obtained by deprotonation of the phosphate and diphosphate OH groups of any medium-chain 3-substituted propionyl-CoA; major species at pH 7.3.,
CHEBI:83726,"medium-chain 2,3-trans-enoyl CoA(4-)","A 2,3-<i>trans</i>-enoyl CoA(4−) obtained by deprotonation of the phosphate and diphosphate OH groups of any medium-chain 2,3-<i>trans</i>-enoyl CoA (medium-chain = chain length between C<small><sub>6</sub></small> and C<small><sub>12</sub></small>); major species at pH 7.3.",
CHEBI:83833,peptidylproline (omega=0) residue,The organodiyl group derived from peptidylproline (ω=0).,
CHEBI:83834,peptidylproline (omega=180) residue,The organodiyl group derived from peptidylproline (ω=180),
CHEBI:83955,2-saturated fatty acid anion,A fatty acid anion obtained by deprotonation of the carboxy group of any 2-saturated fatty acid.,
CHEBI:83992,beta-D-glucosylsphingosine(1+),A <small>D</small>-glucosylsphingosine(1+) obtained by protonation of the amino group of any β-<small>D</small>-glucosylsphingosine; major species at pH 7.3.,
CHEBI:84023,9(10)-EpOME(1-),"A monounsaturated fatty acid anion that is the conjugate base of 9(10)-EpOME, obtained by deprotonation of the carboxy group; major species at pH 7.3.",
CHEBI:84024,"14,15-EET(1-)","An icosanoid anion that is the conjugate base of 14,15-EET, obtained by deprotonation of the carboxy group; major species at pH 7.3.",
CHEBI:84025,"8,9-EET(1-)","An icosanoid anion that is the conjugate base of 8,9-EET, obtained by deprotonation of the carboxy group; major species at pH 7.3.",
CHEBI:84027,"9,10-DiHOME(1-)","A monounsaturated fatty acid anion that is the conjugate base of 9,10-DiHOME, obtained by deprotonation of the carboxy group; major species at pH 7.3.",
CHEBI:84029,"(5Z,8Z,11Z)-14,15-dihydroxyicosatrienoate","A polyunsaturated fatty acid anion that is the conjugate base of (5<i>Z</i>,8<i>Z</i>,11<i>Z</i>)-14,15-dihydroxyicosatrienoic acid, obtained by deprotonation of the carboxy group; major species at pH 7.3.",
CHEBI:84031,"(5Z,8Z,14Z)-11,12-dihydroxyicosatrienoate","A polyunsaturated fatty acid anion that is the conjugate base of (5<i>Z</i>,8<i>Z</i>,14<i>Z</i>)-11,12-dihydroxyicosatrienoic acid, obtained by deprotonation of the carboxy group; major species at pH 7.3.",
CHEBI:84032,"(5Z,11Z,14Z)-8,9-dihydroxyicosatrienoate","A polyunsaturated fatty acid anion that is the conjugate base of (5<i>Z</i>,11<i>Z</i>,14<i>Z</i>)-8,9-dihydroxyicosatrienoic acid, obtained by deprotonation of the carboxy group; major species at pH 7.3.",
CHEBI:84201,12-hydroxyoctadecanoate,"A hydroxy saturated fatty acid anion that is the conjugate base of 12-hydroxyoctadecanoic acid, obtained by deprotonation of the carboxy group; major species at pH 7.3.",
CHEBI:84410,sphingoid base(1+),"A cationic sphingoid obtained by protonation of the amino group of any 2-amino-1,3-dihydroxysphingoid base.",
CHEBI:84813,4-oxo-L-proline zwitterion,An amino acid zwitterion resulting from a transfer of a proton from the carboxy to the amino group of 4-oxo-<small>L</small>-proline; major species at pH 7.3.,
CHEBI:84824,aromatic L-alpha-amino acid zwitterion,An <small>L</small>-α-amino acid zwitterion resulting from a transfer of a proton from the carboxy to the amino group of any aromatic <small>L</small>-α-amino acid; major species at pH 7.3.,
CHEBI:85134,12-(phosphonooxy)octadecanoate(3-),An organophosphate oxoanion obtained by deprotonation of the carboxy and phosphate OH groups of 12-(phosphonooxy)octadecanoic acid; major species at pH 7.3.,
CHEBI:85137,(9E)-12-(phosphonooxy)octadecenoate(3-),An organophosphate oxoanion obtained by deprotonation of the carboxy and phosphate OH groups of 12-phosphonooxy-(9<i>E</i>)-octadecenoic acid; major species at pH 7.3.,
CHEBI:85141,(9Z)-12-(phosphonooxy)octadecenoate(3-),An organophosphate oxoanion obtained by deprotonation of the carboxy and phosphate OH groups of (9<i>Z</i>)-12-(phosphonooxy)octadecenoic acid; major species at pH 7.3.,
CHEBI:85150,(9Z)-12-hydroxyoctadec-9-enoate,"A hydroxy fatty acid anion that is the conjugate base of (9<i>Z</i>)-12-hydroxyoctadec-9-enoic acid, obtained by deprotonation of the carboxy group; major species at pH 7.3.",
CHEBI:85152,(9E)-12-hydroxyoctadec-9-enoate,"A hydroxy fatty acid anion that is the conjugate base of (9<i>E</i>)-12-hydroxyoctadec-9-enoic acid, obtained by deprotonation of the carboxy group; major species at pH 7.3.",
CHEBI:85165,prostaglandin G2 2-glyceryl ester,A 2-monoglyceride obtained by formal condensation of the carboxy group of prostaglandin G<small><sub>2</sub></small> with the 2-hydroxy group of glycerol.,
CHEBI:85166,prostaglandin H2 2-glyceryl ester,A 2-monoglyceride obtained by formal condensation of the carboxy group of prostaglandin H<small><sub>2</sub></small> with the 2-hydroxy group of glycerol.,
CHEBI:85236,"15-deoxy-Delta(12,14)-prostaglandin J2(1-)","A prostaglandin carboxylic acid anion that is the conjugate base of 15-deoxy-Δ<small><sup>12,14</small></sup>-prostaglandin J<small><sub>2</sub></small>. obtained by deprotonation of the carboxy group; major species at pH 7.3.",
CHEBI:85261,N-dodecanoylsphinganine,A dihydroceramide in which the ceramide <em>N</em>-acyl group is specified as dodecanoyl (lauroyl).,
CHEBI:85263,N-(dodecanoyl)ethanolamine,An <em>N</em>-(long-chain-acyl)ethanolamine resulting from the formal condensation of the carboxy group of dodecanoic acid (myristic acid) with the amino group of ethanolamine.,
CHEBI:85299,N-(octadecanoyl)ethanolamine,An <em>N</em>-acylethanolamine 18:0 that is the ethanolamide of octadecanoic acid.,
CHEBI:85621,L-3-oxoalanine residue,An <small>L</small>-α-amino acid residue derived from <small>L</small>-3-oxoalanine.,
CHEBI:85650,"(11E,13Z)-octadecadienoyl-CoA(4-)","An octadecadienoyl-CoA(4−) arising from deprotonation of the phosphate and diphosphate OH groups of (11<i>E</i>,13<i>Z</i>)-octadecadienoyl-CoA; major species at pH 7.3.",
CHEBI:85651,"(5Z,11E)-octadecadienoyl-CoA(4-)","An octadecadienoyl-CoA(4−) arising from deprotonation of the phosphate and diphosphate OH groups of (5<i>Z</i>,11<i>E</i>)-octadecadienoyl-CoA; major species at pH 7.3.",
CHEBI:85652,"(6Z,11E)-octadecadienoyl-CoA(4-)","An octadecadienoyl-CoA(4−) arising from deprotonation of the phosphate and diphosphate OH groups of (6<i>Z</i>,11<i>E</i>)-octadecadienoyl-CoA; major species at pH 7.3.",
CHEBI:85778,4beta-hydroxycholesterol,"A oxysterol that is cholesterol in which the hydrogen at the 4β position has been replaced by a hydroxy group. A metabolite of cholesterol formed by the drug-metabolizing enzyme cytochrome P450 3A4, it is one of the major oxysterols in the human circulation.",
CHEBI:86096,(25R)-3beta-hydroxycholest-5-en-26-al,A 3β-hydroxycholest-5-en-26-al in which the stereocentre at position 25 has <i>R</i>-configuration.,
CHEBI:86098,(25R)-3beta-hydroxycholest-5-en-26-oate,A 3β-hydroxycholest-5-en-26-oate in which the stereocentre at position 25 has <i>R</i>-configuration.,
CHEBI:86113,"(25R)-4beta,26-dihydroxycholesterol",An oxysterol that is cholesterol which is substituted by hydroxy groups at 4β and 26 positions and has <i>R</i>-configuration at position 25.,
CHEBI:86115,"(25R)-3beta,4beta-dihydroxycholest-5-en-26-al","A 26-oxo steroid resulting from the oxidation of the terminal methyl group of 4β,26-dihydroxycholesterol to the corresponding aldehyde.",
CHEBI:86116,"(25R)-3beta,4beta-dihydroxycholest-5-en-26-oate(1-)","A steroid acid anion that is the conjugate base of (25<i>R</i>)-3β,4β-dihydroxycholest-5-en-26-oic acid, obtained by deprotonation of the carboxy group; major species at pH 7.3.",
CHEBI:86160,(2E)-pentenoyl-CoA(4-),"A 2,3-<i>trans</i>-enoyl CoA(4−) obtained by deprotonation of phosphate and diphosphate functions of (2<i>E</i>)-pentenoyl-CoA; major species at pH 7.3.",
CHEBI:86377,5beta-dihydroepitestosterone,An androstanoid with a 5β-configuration formed by reduction across the C4-C5 double bond of epitestosterone.,
CHEBI:86381,5beta-dihydrocorticosterone,A 3-oxo-5β-steroid formed from corticosterone by reduction across the C4-C5 double bond.,
CHEBI:86384,5beta-dihydrodeoxycorticosterone,A 3-oxo-5β-steroid formed from 11-deoxycorticosterone by reduction across the C4-C5 double bond.,
CHEBI:86389,5beta-dihydroaldosterone,A 3-oxo-5β-steroid formed from aldosterone by reduction across the C4-C5 double bond.,
CHEBI:86570,(5alpha)-cholestan-3beta-ol,A cholestanoid that is (5α)-cholestane substituted by a β-hydroxy group at position 3.,
CHEBI:87075,O-(N-acetyl-alpha-D-galactosaminyl)-L-threonine residue,An <small>L</small>-α-amino acid residue derived from <em>O</em>-(<em>N</em>-acetyl-α-<small>D</small>-galactosaminyl)-<small>L</small>-threonine.,
CHEBI:87215,N-terminal 5-oxo-L-proline residue,An N-terminal α-amino-acid residue derived from 5-oxo-<small>L</small>-proline.,
CHEBI:87331,17beta-hydroxy-5beta-androst-1-en-3-one,"A 3-oxo Δ<small><sup>1</small></sup>-steroid with 5β-configuration formed from 17β-hydroxyandrosta-1,4-dien-3-one by reduction across the C4-C5 double bond.",
CHEBI:87333,17beta-hydroxy-5beta-estran-3-one,A C18 steroid with 5β-configuration formed from nandrolone by reduction across the C4-C5 double bond.,
CHEBI:87653,"(25R)-3beta,26-dihydroxycholest-5-en-7-one",An oxysterol that is 7-ketocholesterol which is substituted by a hydroxy group at position 26 and has <i>R</i>-configuration at position 25.,
CHEBI:87677,(25R)-3beta-hydroxycholest-5-en-7-one-26-al,"A 26-oxo steroid resulting from the oxidation of (25<i>R</i>)-3β,26-dihydroxycholest-5-en-7-one to the corresponding aldehyde.",
CHEBI:87678,(25R)-3beta-hydroxycholest-5-en-7-one-26-oate,"A steroid acid anion that is the conjugate base of (25<i>R</i>)-3β-hydroxycholest-5-en-7-one-26-oic acid, obtained by deprotonation of the carboxy group; major species at pH 7.3.",
CHEBI:88154,alpha-D-galactosyl-(1->4)-beta-D-galactosyl-(1->4)-beta-D-glucosyl-(1<->1)-ceramide,A glycotriaosylceramide having α-<small>D</small>-galactosyl-(1→4)-β-<small>D</small>-galactosyl-(1→4)-β-<small>D</small>-glucosyl component attached to the primary hydroxy function of a ceramide with undefined sphingoid base.,
CHEBI:88166,(S)-2-methylbutanoyl-CoA(4-),A 2-methylbutanoyl-CoA(4−) obtained by deprotonation of phosphate and diphosphate functions of (<i>S</i>)-2-methylbutanoyl-CoA; major species at pH 7.3.,
CHEBI:88221,"N(omega),N('omega)-dimethyl-L-arginine(1+) residue","An α-amino-acid residue cation obtained by protonation of the guanidino group of <em>N</em><small><sup>ω</small></sup>,<em>N</em><small><sup>'ω</small></sup>-dimethyl-<small>L</small>-arginine residue.",
CHEBI:90230,prostaglandin E2 1-glyceryl ester,A 1-monoglyceride resulting from the condensation of the carboxy group of prostaglandin E<small><sub>2</sub></small> with the 1-hydroxy group of glycerol.,
CHEBI:90233,prostaglandin F2alpha 1-glyceryl ester,A 1-monoglyceride resulting from the condensation of the carboxy group of prostaglandin F<small><sub>2α</sub></small> with the 1-hydroxy group of glycerol.,
CHEBI:90596,L-beta-isoaspartate residue,An anionic amino-acid residue formed following deamidation of <small>L</small>-asparagine or dehydration of <small>L</small>-aspartate residue.,
CHEBI:90598,L-isoaspartate alpha-methyl ester residue,An amino acid residue derived from <small>L</small>-isoaspartic acid α-methyl ester.,
CHEBI:90632,5(S)-HETE(1-),"An icosanoid anion that is the conjugate base of 5(<i>S</i>)-HETE, obtained by deprotonation of the hydroxy group; major species at pH 7.3.",
CHEBI:90694,12(S)-HHTrE(1-),"A polyunsaturated fatty acid anion that is the conjugate base of 12(<i>S</i>)-HHTrE, obtained by deprotonation of the carboxy group; major species at pH 7.3.",
CHEBI:90718,12-HETE(1-),An icosanoid anion that is the conjugate base of 12-HETE arising from deprotonation of the carboxylic acid function; major species at pH 7.3.,
CHEBI:90725,very long-chain 3-oxoacyl-CoA(4-),A 3-oxoacyl-CoA(4−) arising from deprotonation of the phosphate and diphosphate OH groups of any very long-chain 3-oxoacyl-CoA (very long-chain = chain length greater than C<small><sub>22</sub></small>); major species at pH 7.3.,
CHEBI:90726,3-oxoacyl-CoA(4-),An acyl-CoA(4−) arising from deprotonation of the phosphate and diphosphate OH groups of any 3-oxoacyl-CoA; major species at pH 7.3.,
CHEBI:90736,very long-chain acyl-CoA(4-),An acyl-CoA(4−) obtained by deprotonation of the phosphate and diphosphate OH groups of a very-long-chain acyl-CoA; major species at pH 7.3.,
CHEBI:90779,S-substituted glutathione(1-),A peptide anion obtained by deprotonation of the carboxy groups and concomitant protonation of the amino group of any <em>S</em>-substituted glutathione. Major structure at pH 7.3,
CHEBI:90793,prostaglandin H1(1-),"A prostaglandin carboxylic acid anion that is the conjugate base of prostaglandin H<small><sub>1</sub></small>, obtained by deprotonation of the carboxy group; major species at pH 7.3.",
CHEBI:90810,"5(S),11(R)-DiHETE(1-)","An icosanoid anion that is the conjugate base of 5(<i>S</i>),11(<i>R</i>)-DiHETE arising from deprotonation of the carboxylic acid function; major species at pH 7.3.",
CHEBI:90812,"5(S),15(R)-DiHETE(1-)","An icosanoid anion that is the conjugate base of 5(<i>S</i>),15(<i>R</i>)-DiHETE arising from deprotonation of the carboxylic acid function; major species at pH 7.3.",
CHEBI:90813,"5(S),15(S)-DiHETE(1-)","An icosanoid anion that is the conjugate base of 5(<i>S</i>),15(<i>S</i>)-DiHETE, arising from deprotonation of the carboxylic acid function; major species at pH 7.3.",
CHEBI:90814,17(R)-HDoHE(1-),A hydroxy polyunsaturated fatty acid anion that is the conjugate base of 17(<i>R</i>)-HDoHE arising from deprotonation of the carboxylic acid function; major species at pH 7.3.,
CHEBI:90815,"(4Z,7Z,10Z,14E,16Z,19Z)-13-hydroxydocosahexaenoate",A hydroxy polyunsaturated fatty acid anion that is the conjugate base of 13-HDoHE arising from deprotonation of the carboxylic acid function; major species at pH 7.3.,
CHEBI:90818,18(R)-HEPE(1-),An icosanoid anion that is the conjugate base of 18(<i>R</i>)-HEPE arising from deprotonation of the carboxylic acid group; major species at pH 7.3.,
CHEBI:90819,15(R)-HEPE(1-),An icosanoid anion that is the conjugate base of 15(<i>R</i>)-HEPE arising from deprotonation of the carboxylic acid group; major species at pH 7.3.,
CHEBI:90820,11(R)-HEPE(1-),An icosanoid anion that is the conjugate base of 11(<i>R</i>)-HEPE arising from deprotonation of the carboxylic acid group; major species at pH 7.3.,
CHEBI:90824,"(7Z,10Z,13R,14E,16Z,19Z)-13-hydroxydocosapentaenoate","A polyunsaturated fatty acid anion that is the conjugate base of (13<i>R</i>)-hydroxy-(7<i>Z</i>,10<i>Z</i>,14<i>E</i>,16<i>Z</i>,19<i>Z</i>)-docosapentaenoic acid, arising from deprotonation of the carboxylic acid group; major species at pH 7.3. It is an intermediate in 13-series resolvins biosynthesis from DPA (ω-3).",
CHEBI:90838,O-(N-acetyl-beta-D-glucosaminyl)-L-serine residue,The <small>L</small>-α-amino acid residue formed from <em>O</em>-(<em>N</em>-acetyl-β-<small>D</small>-glucosaminyl)-<small>L</small>-serine.,
CHEBI:90840,O-(N-acetyl-beta-D-glucosaminyl)-L-threonine residue,The <small>L</small>-α-amino acid residue formed from <em>O</em>-(<em>N</em>-acetyl-β-<small>D</small>-glucosaminyl)-<small>L</small>-threonine.,
